Customer_ID,First_Purchase_Date,Source,Total_Orders,Total_Spend,Last_Order_Date,Category_Most_Purchased
C10819,2025-06-03,Google Shopping,1,210.19,2025-06-03,Accessories
C10820,2025-03-26,Referral,4,667.39,2025-07-29,Home & Garden
C10821,2025-09-05,Social,3,442.27,2025-11-13,Home & Garden
C10822,2025-09-23,Email,1,203.27,2025-09-23,Home & Garden
C10823,2025-07-05,Email,4,836.81,2025-11-09,Home & Garden
C10824,2025-09-09,Meta,3,972.81,2025-11-24,Accessories
C10825,2025-08-22,Social,2,298.67,2025-11-11,Accessories
C10826,2025-02-04,Referral,1,165.76,2025-02-04,Home & Garden
C10827,2025-10-18,Referral,3,519.77,2025-11-26,Home & Garden
C10828,2025-09-18,Meta,2,462.13,2025-12-19,Electronics
C10829,2025-07-12,Meta,3,620.78,2025-11-09,Home & Garden
C10830,2025-07-02,Referral,5,748.66,2025-11-10,Home & Garden
C10831,2025-02-04,Meta,1,227.26,2025-02-04,Home & Garden
C10832,2025-01-17,Meta,3,493.18,2025-07-06,Home & Garden
C10833,2025-12-06,Meta,3,786.22,2025-12-26,Accessories
C10834,2025-09-07,Organic,1,136.18,2025-09-07,Home & Garden
C10835,2025-04-28,Meta,1,143.63,2025-04-28,Accessories
C10836,2025-05-13,Meta,3,475.15,2025-09-22,Home & Garden
C10837,2025-01-01,Email,3,636.11,2025-10-01,Electronics
C10838,2025-01-06,Email,7,1220.42,2025-08-13,Sports
C10839,2025-01-20,Organic,7,978.56,2025-05-04,Home & Garden
C10840,2025-01-16,Organic,3,684.77,2025-06-07,Home & Garden
C10841,2025-03-23,Social,1,166.9,2025-03-23,Sports
C10842,2025-05-19,Email,7,1326.33,2025-12-15,Electronics
C10843,2025-01-06,Organic,1,161.34,2025-01-06,Electronics
C10844,2025-06-10,Organic,5,874.22,2025-08-30,Accessories
C10845,2025-05-01,Meta,3,801.72,2025-06-23,Electronics
C10846,2025-05-18,Organic,1,146.39,2025-05-18,Accessories
C10847,2025-02-11,Social,1,89.41,2025-02-11,Accessories
C10848,2025-02-13,Referral,1,85.96,2025-02-13,Home & Garden
C10849,2025-05-04,Meta,3,752.27,2025-12-12,Home & Garden
C10850,2025-11-27,Google Shopping,1,188.17,2025-11-27,Sports
C10851,2025-03-26,Email,1,213.36,2025-03-26,Electronics
C10852,2025-11-22,Meta,1,193.48,2025-11-22,Electronics
C10853,2025-01-26,Email,6,1319.72,2025-10-14,Accessories
C10854,2025-06-03,Google Shopping,1,221.53,2025-06-03,Electronics
C10855,2025-03-17,Email,1,150.4,2025-03-17,Electronics
C10856,2025-05-21,Email,1,197.73,2025-05-21,Sports
C10857,2025-03-07,Meta,1,184.42,2025-03-07,Electronics
C10858,2025-10-28,Meta,1,232.66,2025-10-28,Accessories
C10859,2025-01-19,Google Shopping,3,605.82,2025-04-03,Home & Garden
C10860,2025-05-22,Google Shopping,2,318.61,2025-10-28,Home & Garden
C10861,2025-02-05,Social,1,101.62,2025-02-05,Electronics
C10862,2025-01-12,Google Shopping,1,162.62,2025-01-12,Electronics
C10863,2025-01-25,Google Shopping,1,168.76,2025-01-25,Home & Garden
C10864,2025-09-21,Google Shopping,4,689.13,2025-11-09,Home & Garden
C10865,2025-04-17,Email,5,1195.87,2025-07-26,Electronics
C10866,2025-08-22,Email,3,406.05,2025-11-20,Accessories
C10867,2025-06-25,Email,1,137.33,2025-06-25,Accessories
C10868,2025-11-20,Meta,1,227.25,2025-11-20,Accessories
C10869,2025-10-06,Google Shopping,1,184.21,2025-10-06,Electronics
C10870,2025-05-10,Google Shopping,1,201.84,2025-05-10,Electronics
C10871,2025-12-16,Meta,1,204.77,2025-12-16,Accessories
C10872,2025-07-17,Meta,3,427.07,2025-11-07,Electronics
C10873,2025-10-01,Organic,3,705.97,2025-12-06,Electronics
C10874,2025-10-23,Organic,1,116.64,2025-10-23,Electronics
C10875,2025-03-03,Google Shopping,1,168.16,2025-03-03,Sports
C10876,2025-05-16,Meta,1,272.83,2025-05-16,Accessories
C10877,2025-11-12,Google Shopping,4,607.34,2025-12-16,Home & Garden
C10878,2025-04-19,Referral,4,855.19,2025-06-23,Electronics
C10879,2025-05-02,Organic,4,573.55,2025-10-13,Home & Garden
C10880,2025-08-10,Email,6,1143.29,2025-11-06,Electronics
C10881,2025-02-04,Google Shopping,1,170.67,2025-02-04,Electronics
C10882,2025-07-15,Google Shopping,1,182.42,2025-07-15,Electronics
C10883,2025-11-20,Organic,6,1088.16,2025-12-25,Accessories
C10884,2025-09-14,Meta,1,196.59,2025-09-14,Home & Garden
C10885,2025-01-03,Email,6,1581.93,2025-05-04,Home & Garden
C10886,2025-02-22,Meta,1,303.53,2025-02-22,Accessories
C10887,2025-07-26,Social,3,297.61,2025-12-07,Electronics
C10888,2025-02-22,Google Shopping,1,183.14,2025-02-22,Accessories
C10889,2025-01-17,Meta,1,180.99,2025-01-17,Accessories
C10890,2025-01-11,Social,1,79.98,2025-01-11,Sports
C10891,2025-09-10,Referral,5,851.82,2025-11-29,Home & Garden
C10892,2025-05-09,Google Shopping,1,138.16,2025-05-09,Accessories
C10893,2025-06-08,Google Shopping,1,211.65,2025-06-08,Electronics
C10894,2025-06-08,Meta,1,230.02,2025-06-08,Electronics
C10895,2025-02-23,Social,1,89.34,2025-02-23,Sports
C10896,2025-10-17,Referral,5,885.66,2025-12-27,Electronics
C10897,2025-04-04,Meta,3,814.1,2025-06-10,Sports
C10898,2025-01-23,Referral,1,195.18,2025-01-23,Home & Garden
C10899,2025-10-28,Meta,1,167.05,2025-10-28,Accessories
C10900,2025-11-06,Organic,1,211.6,2025-11-06,Accessories
C10901,2025-03-21,Google Shopping,4,783.67,2025-11-08,Electronics
C10902,2025-03-22,Social,2,310.49,2025-05-09,Electronics
C10903,2025-06-08,Organic,7,1198.98,2025-09-27,Home & Garden
C10904,2025-06-12,Social,1,117.89,2025-06-12,Sports
C10905,2025-12-12,Meta,1,185.96,2025-12-12,Electronics
C10906,2025-11-19,Organic,4,802.33,2025-12-28,Accessories
C10907,2025-03-28,Google Shopping,1,190.07,2025-03-28,Home & Garden
C10908,2025-09-11,Social,1,100.07,2025-09-11,Accessories
C10909,2025-01-02,Email,1,245.36,2025-01-02,Home & Garden
C10910,2025-04-04,Meta,1,203.49,2025-04-04,Electronics
C10911,2025-04-06,Organic,1,142.74,2025-04-06,Electronics
C10912,2025-03-07,Google Shopping,2,403.3,2025-10-30,Home & Garden
C10913,2025-06-22,Email,6,1373.94,2025-08-19,Electronics
C10914,2025-08-28,Google Shopping,1,124.39,2025-08-28,Home & Garden
C10915,2025-01-20,Organic,6,920.45,2025-10-04,Home & Garden
C10916,2025-05-16,Organic,4,607.23,2025-07-06,Home & Garden
C10917,2025-09-18,Google Shopping,1,195.46,2025-09-18,Electronics
C10918,2025-06-16,Email,6,1291.2,2025-07-31,Home & Garden
C10919,2025-02-19,Organic,2,341.49,2025-04-14,Sports
C10920,2025-10-16,Social,1,114.34,2025-10-16,Home & Garden
C10921,2025-01-28,Meta,1,157.5,2025-01-28,Sports
C10922,2025-02-20,Google Shopping,1,210.14,2025-02-20,Electronics
C10923,2025-12-22,Organic,1,166.86,2025-12-22,Accessories
C10924,2025-05-06,Meta,1,208.99,2025-05-06,Electronics
C10925,2025-03-09,Google Shopping,1,132.78,2025-03-09,Home & Garden
C10926,2025-09-20,Google Shopping,2,304.55,2025-11-23,Home & Garden
C10927,2025-02-21,Google Shopping,1,161.18,2025-02-21,Home & Garden
C10928,2025-05-22,Email,1,165.08,2025-05-22,Home & Garden
C10929,2025-06-15,Organic,1,174.73,2025-06-15,Electronics
C10930,2025-07-12,Organic,2,263.87,2025-11-05,Accessories
C10931,2025-07-14,Email,4,691.74,2025-11-03,Accessories
C10932,2025-02-08,Organic,4,697.7,2025-11-26,Electronics
C10933,2025-02-17,Email,3,516.68,2025-11-26,Accessories
C10934,2025-06-15,Email,6,1449.94,2025-07-06,Home & Garden
C10935,2025-07-27,Social,3,366.23,2025-11-17,Accessories
C10936,2025-01-09,Organic,6,1070.27,2025-11-03,Accessories
C10937,2025-03-09,Organic,4,609.84,2025-03-25,Electronics
C10938,2025-11-08,Google Shopping,2,323.64,2025-12-02,Accessories
C10939,2025-08-20,Google Shopping,3,491.15,2025-11-28,Sports
C10940,2025-09-27,Google Shopping,4,870.25,2025-12-03,Accessories
C10941,2025-04-01,Google Shopping,1,145.67,2025-04-01,Electronics
C10942,2025-04-05,Google Shopping,2,287.8,2025-10-17,Sports
C10943,2025-06-18,Google Shopping,1,163.87,2025-06-18,Electronics
C10944,2025-03-15,Organic,4,591.88,2025-04-14,Home & Garden
C10945,2025-08-18,Organic,2,317.0,2025-11-18,Home & Garden
C10946,2025-03-23,Google Shopping,1,186.18,2025-03-23,Accessories
C10947,2025-02-10,Meta,1,203.31,2025-02-10,Accessories
C10948,2025-11-15,Meta,2,212.63,2025-12-10,Accessories
C10949,2025-05-10,Meta,3,646.4,2025-12-22,Electronics
C10950,2025-09-13,Meta,3,597.58,2025-11-14,Home & Garden
C10951,2025-04-25,Organic,1,256.07,2025-04-25,Home & Garden
C10952,2025-06-21,Meta,1,217.42,2025-06-21,Home & Garden
C10953,2025-08-02,Social,2,207.03,2025-11-21,Home & Garden
C10954,2025-03-23,Social,1,119.76,2025-03-23,Accessories
C10955,2025-03-20,Meta,2,223.25,2025-04-06,Electronics
C10956,2025-04-02,Organic,3,440.64,2025-11-05,Home & Garden
C10957,2025-01-22,Social,1,119.54,2025-01-22,Home & Garden
C10958,2025-09-03,Google Shopping,1,109.77,2025-09-03,Accessories
C10959,2025-01-22,Google Shopping,1,159.12,2025-01-22,Home & Garden
C10960,2025-06-27,Social,1,92.11,2025-06-27,Sports
C10961,2025-09-17,Google Shopping,2,241.02,2025-11-22,Electronics
C10962,2025-07-07,Social,2,296.64,2025-07-25,Home & Garden
C10963,2025-04-19,Meta,3,772.45,2025-07-28,Home & Garden
C10964,2025-06-01,Google Shopping,1,210.86,2025-06-01,Home & Garden
C10965,2025-05-11,Google Shopping,4,830.98,2025-10-23,Sports
C10966,2025-08-03,Referral,3,346.68,2025-11-28,Electronics
C10967,2025-05-26,Google Shopping,1,113.71,2025-05-26,Electronics
C10968,2025-01-13,Organic,1,148.55,2025-01-13,Accessories
C10969,2025-06-20,Organic,1,168.06,2025-06-20,Electronics
C10970,2025-07-06,Organic,7,1282.81,2025-11-18,Accessories
C10971,2025-01-09,Meta,1,253.59,2025-01-09,Accessories
C10972,2025-06-12,Email,7,1534.17,2025-12-24,Home & Garden
C10973,2025-03-08,Organic,6,1174.67,2025-09-19,Home & Garden
C10974,2025-02-14,Social,2,233.05,2025-04-25,Electronics
C10975,2025-07-17,Social,3,363.19,2025-12-20,Sports
C10976,2025-08-13,Google Shopping,3,611.56,2025-09-11,Sports
C10977,2025-06-01,Meta,1,138.93,2025-06-01,Sports
C10978,2025-03-10,Meta,1,236.01,2025-03-10,Electronics
C10979,2025-02-24,Organic,1,118.44,2025-02-24,Home & Garden
C10980,2025-05-05,Meta,1,245.24,2025-05-05,Accessories
C10981,2025-01-05,Meta,2,455.05,2025-10-15,Electronics
C10982,2025-06-15,Google Shopping,1,141.69,2025-06-15,Electronics
C10983,2025-07-16,Organic,5,1052.72,2025-11-07,Accessories
C10984,2025-03-03,Email,4,778.5,2025-12-24,Home & Garden
C10985,2025-03-25,Meta,3,789.35,2025-07-29,Electronics
C10986,2025-05-12,Google Shopping,1,188.79,2025-05-12,Accessories
C10987,2025-11-20,Meta,1,241.79,2025-11-20,Sports
C10988,2025-09-26,Meta,1,236.47,2025-09-26,Electronics
C10989,2025-12-24,Organic,3,579.63,2025-12-17,Sports
C10990,2025-08-26,Google Shopping,3,477.63,2025-11-13,Home & Garden
C10991,2025-02-27,Email,5,1407.02,2025-06-26,Accessories
C10992,2025-07-15,Google Shopping,1,142.89,2025-07-15,Electronics
C10993,2025-08-25,Organic,3,555.56,2025-12-14,Electronics
C10994,2025-11-11,Google Shopping,1,206.57,2025-11-11,Accessories
C10995,2025-10-18,Organic,1,173.56,2025-10-18,Electronics
C10996,2025-12-06,Meta,3,717.9,2025-12-28,Accessories
C10997,2025-08-09,Meta,2,421.89,2025-11-14,Accessories
C10998,2025-08-06,Email,4,757.89,2025-11-14,Home & Garden
C10999,2025-04-15,Meta,3,548.84,2025-06-19,Home & Garden
C11000,2025-04-15,Email,1,141.12,2025-04-15,Home & Garden
C11001,2025-02-16,Meta,2,294.77,2025-08-27,Sports
C11002,2025-01-27,Google Shopping,1,210.07,2025-01-27,Accessories
C11003,2025-08-20,Organic,1,155.12,2025-08-20,Accessories
C11004,2025-05-22,Google Shopping,1,148.23,2025-05-22,Electronics
C11005,2025-12-15,Referral,1,154.96,2025-12-15,Electronics
C11006,2025-07-08,Email,1,234.85,2025-07-08,Accessories
C11007,2025-02-28,Google Shopping,1,160.04,2025-02-28,Accessories
C11008,2025-05-01,Organic,2,371.14,2025-09-28,Accessories
C11009,2025-02-10,Meta,1,189.78,2025-02-10,Sports
C11010,2025-02-04,Email,3,677.76,2025-05-19,Accessories
C11011,2025-11-25,Organic,4,765.7,2025-12-18,Sports
C11012,2025-06-05,Email,1,197.45,2025-06-05,Home & Garden
C11013,2025-11-03,Social,1,110.89,2025-11-03,Electronics
C11014,2025-10-24,Google Shopping,1,181.73,2025-10-24,Home & Garden
C11015,2025-06-20,Email,6,972.63,2025-12-11,Electronics
C11016,2025-03-14,Meta,1,267.3,2025-03-14,Electronics
C11017,2025-07-27,Organic,5,964.37,2025-08-18,Electronics
C11018,2025-03-04,Organic,1,145.18,2025-03-04,Electronics
C11019,2025-04-04,Meta,1,156.41,2025-04-04,Electronics
C11020,2025-07-21,Meta,3,597.37,2025-11-22,Accessories
C11021,2025-05-08,Google Shopping,1,161.29,2025-05-08,Sports
C11022,2025-09-11,Email,7,1199.55,2025-10-09,Home & Garden
C11023,2025-12-12,Google Shopping,1,144.43,2025-12-12,Electronics
C11024,2025-06-13,Email,7,1350.5,2025-11-02,Sports
C11025,2025-01-04,Google Shopping,3,589.4,2025-05-06,Electronics
C11026,2025-07-25,Google Shopping,1,188.71,2025-07-25,Accessories
C11027,2025-04-07,Referral,1,158.59,2025-04-07,Electronics
C11028,2025-01-16,Meta,1,210.43,2025-01-16,Electronics
C11029,2025-07-19,Organic,4,604.9,2025-11-22,Accessories
C11030,2025-09-25,Email,4,894.38,2025-11-02,Home & Garden
C11031,2025-01-16,Meta,1,252.17,2025-01-16,Accessories
C11032,2025-01-17,Google Shopping,1,147.55,2025-01-17,Accessories
C11033,2025-03-27,Google Shopping,1,152.35,2025-03-27,Accessories
C11034,2025-07-01,Social,3,445.99,2025-08-08,Sports
C11035,2025-05-14,Social,1,157.64,2025-05-14,Sports
C11036,2025-01-28,Organic,1,145.16,2025-01-28,Sports
C11037,2025-10-20,Organic,1,101.31,2025-10-20,Electronics
C11038,2025-10-05,Social,1,166.87,2025-10-05,Electronics
C11039,2025-07-15,Google Shopping,1,183.44,2025-07-15,Home & Garden
C11040,2025-01-02,Google Shopping,1,191.5,2025-01-02,Accessories
C11041,2025-08-09,Google Shopping,2,265.16,2025-11-22,Electronics
C11042,2025-03-27,Meta,3,841.52,2025-09-25,Electronics
C11043,2025-08-06,Email,5,1172.21,2025-11-25,Accessories
C11044,2025-10-25,Organic,1,148.48,2025-10-25,Electronics
C11045,2025-12-26,Email,9,1358.39,2025-12-07,Electronics
C11046,2025-01-16,Social,1,149.2,2025-01-16,Electronics
C11047,2025-05-19,Organic,4,475.6,2025-10-07,Electronics
C11048,2025-03-20,Organic,1,137.74,2025-03-20,Electronics
C11049,2025-12-12,Google Shopping,1,158.51,2025-12-12,Accessories
C11050,2025-09-13,Google Shopping,1,169.02,2025-09-13,Electronics
C11051,2025-02-14,Meta,1,220.04,2025-02-14,Accessories
C11052,2025-02-13,Google Shopping,1,173.7,2025-02-13,Home & Garden
C11053,2025-12-23,Organic,1,162.11,2025-12-23,Electronics
C11054,2025-06-06,Meta,2,424.67,2025-10-21,Electronics
C11055,2025-09-01,Google Shopping,3,534.3,2025-11-22,Sports
C11056,2025-08-19,Google Shopping,2,396.4,2025-12-07,Electronics
C11057,2025-07-07,Social,1,131.75,2025-07-07,Accessories
C11058,2025-02-05,Meta,1,200.39,2025-02-05,Accessories
C11059,2025-07-24,Social,1,84.77,2025-07-24,Electronics
C11060,2025-08-04,Meta,4,784.36,2025-11-21,Sports
C11061,2025-10-07,Referral,1,176.17,2025-10-07,Electronics
C11062,2025-10-13,Meta,2,434.42,2025-11-02,Home & Garden
C11063,2025-01-01,Meta,1,183.37,2025-01-01,Home & Garden
C11064,2025-11-05,Google Shopping,1,193.98,2025-11-05,Accessories
C11065,2025-09-25,Google Shopping,4,517.73,2025-11-02,Sports
C11066,2025-06-26,Meta,1,181.91,2025-06-26,Sports
C11067,2025-05-11,Referral,4,847.79,2025-12-11,Home & Garden
C11068,2025-01-17,Social,1,85.57,2025-01-17,Sports
C11069,2025-01-28,Email,1,113.67,2025-01-28,Electronics
C11070,2025-12-06,Google Shopping,1,129.36,2025-12-06,Sports
C11071,2025-01-28,Google Shopping,1,157.22,2025-01-28,Home & Garden
C11072,2025-01-07,Meta,1,66.59,2025-01-07,Electronics
C11073,2025-09-17,Google Shopping,3,320.39,2025-11-23,Electronics
C11074,2025-06-07,Referral,1,94.91,2025-06-07,Electronics
C11075,2025-01-11,Social,1,134.78,2025-01-11,Home & Garden
C11076,2025-10-18,Organic,1,147.05,2025-10-18,Accessories
C11077,2025-02-18,Email,6,1201.03,2025-04-27,Electronics
C11078,2025-08-19,Google Shopping,3,507.67,2025-09-22,Electronics
C11079,2025-07-09,Google Shopping,2,264.05,2025-07-25,Home & Garden
C11080,2025-04-11,Email,3,699.64,2025-10-24,Home & Garden
C11081,2025-01-26,Google Shopping,2,354.24,2025-06-21,Accessories
C11082,2025-10-08,Email,1,160.11,2025-10-08,Sports
C11083,2025-04-19,Email,1,206.37,2025-04-19,Accessories
C11084,2025-02-17,Google Shopping,1,206.4,2025-02-17,Home & Garden
C11085,2025-04-13,Google Shopping,1,175.86,2025-04-13,Accessories
C11086,2025-02-11,Meta,2,461.57,2025-03-08,Sports
C11087,2025-05-11,Social,1,104.27,2025-05-11,Accessories
C11088,2025-05-28,Organic,7,903.85,2025-12-21,Home & Garden
C11089,2025-07-20,Social,1,93.6,2025-07-20,Accessories
C11090,2025-02-12,Referral,2,284.13,2025-03-20,Home & Garden
C11091,2025-07-24,Organic,2,257.72,2025-12-11,Sports
C11092,2025-11-20,Meta,1,167.04,2025-11-20,Sports
C11093,2025-06-05,Organic,1,96.22,2025-06-05,Electronics
C11094,2025-01-24,Google Shopping,1,173.38,2025-01-24,Home & Garden
C11095,2025-04-05,Meta,1,204.14,2025-04-05,Accessories
C11096,2025-09-22,Social,1,125.73,2025-09-22,Electronics
C11097,2025-01-13,Organic,1,127.19,2025-01-13,Accessories
C11098,2025-09-14,Meta,1,149.08,2025-09-14,Accessories
C11099,2025-05-26,Email,6,1386.02,2025-12-27,Electronics
C11100,2025-10-13,Social,1,124.0,2025-10-13,Accessories
C11101,2025-10-20,Google Shopping,1,136.36,2025-10-20,Accessories
C11102,2025-04-08,Google Shopping,1,129.21,2025-04-08,Sports
C11103,2025-11-04,Google Shopping,1,141.08,2025-11-04,Sports
C11104,2025-06-20,Google Shopping,1,170.67,2025-06-20,Sports
C11105,2025-02-23,Google Shopping,3,418.42,2025-11-08,Accessories
C11106,2025-03-02,Meta,1,199.53,2025-03-02,Accessories
C11107,2025-07-23,Google Shopping,2,265.42,2025-11-19,Home & Garden
C11108,2025-06-19,Meta,1,215.43,2025-06-19,Home & Garden
C11109,2025-11-01,Email,3,620.12,2025-12-23,Sports
C11110,2025-02-22,Organic,1,131.77,2025-02-22,Accessories
C11111,2025-07-16,Meta,2,362.94,2025-09-30,Electronics
C11112,2025-11-06,Organic,5,820.13,2025-12-21,Home & Garden
C11113,2025-08-18,Meta,1,229.53,2025-08-18,Accessories
C11114,2025-06-08,Meta,1,261.25,2025-06-08,Electronics
C11115,2025-09-09,Email,7,1760.81,2025-10-14,Electronics
C11116,2025-12-07,Social,1,130.13,2025-12-07,Electronics
C11117,2025-02-01,Meta,2,382.34,2025-09-29,Accessories
C11118,2025-07-18,Organic,3,558.55,2025-09-24,Electronics
C11119,2025-06-03,Email,1,107.5,2025-06-03,Electronics
C11120,2025-04-01,Email,6,1183.88,2025-12-20,Electronics
C11121,2025-08-06,Meta,2,341.56,2025-11-23,Sports
C11122,2025-11-16,Google Shopping,1,120.5,2025-11-16,Accessories
C11123,2025-03-08,Organic,5,702.26,2025-05-29,Accessories
C11124,2025-02-02,Referral,1,142.0,2025-02-02,Home & Garden
C11125,2025-06-01,Google Shopping,1,130.22,2025-06-01,Sports
C11126,2025-02-03,Organic,5,1103.81,2025-05-27,Accessories
C11127,2025-02-09,Google Shopping,1,149.49,2025-02-09,Accessories
C11128,2025-03-24,Social,1,117.55,2025-03-24,Sports
C11129,2025-05-26,Social,3,305.52,2025-07-23,Home & Garden
C11130,2025-10-19,Google Shopping,1,168.33,2025-10-19,Electronics
C11131,2025-08-19,Social,4,781.75,2025-11-10,Electronics
C11132,2025-12-02,Email,9,1646.49,2025-12-22,Accessories
C11133,2025-03-18,Email,1,253.91,2025-03-18,Electronics
C11134,2025-06-18,Meta,1,258.95,2025-06-18,Home & Garden
C11135,2025-05-10,Meta,2,384.1,2025-12-07,Electronics
C11136,2025-03-05,Meta,3,684.31,2025-09-27,Accessories
C11137,2025-03-18,Email,5,1468.88,2025-07-11,Sports
C11138,2025-08-13,Meta,1,267.29,2025-08-13,Accessories
C11139,2025-09-23,Meta,2,328.96,2025-11-18,Home & Garden
C11140,2025-11-17,Referral,2,415.99,2025-12-19,Home & Garden
C11141,2025-11-17,Meta,1,214.68,2025-11-17,Home & Garden
C11142,2025-03-20,Meta,2,495.51,2025-04-03,Home & Garden
C11143,2025-09-09,Referral,2,348.46,2025-11-08,Accessories
C11144,2025-01-27,Email,1,248.82,2025-01-27,Home & Garden
C11145,2025-02-03,Google Shopping,1,217.85,2025-02-03,Sports
C11146,2025-07-28,Google Shopping,1,102.12,2025-07-28,Home & Garden
C11147,2025-02-14,Google Shopping,1,142.83,2025-02-14,Electronics
C11148,2025-08-14,Google Shopping,2,353.05,2025-11-07,Home & Garden
C11149,2025-02-15,Google Shopping,1,170.14,2025-02-15,Electronics
C11150,2025-04-20,Google Shopping,1,184.5,2025-04-20,Accessories
C11151,2025-03-12,Social,1,108.0,2025-03-12,Electronics
C11152,2025-01-14,Social,1,85.13,2025-01-14,Accessories
C11153,2025-10-26,Google Shopping,1,162.19,2025-10-26,Electronics
C11154,2025-03-02,Social,1,93.89,2025-03-02,Home & Garden
C11155,2025-06-02,Email,7,1310.21,2025-10-27,Accessories
C11156,2025-09-16,Organic,3,533.04,2025-11-09,Electronics
C11157,2025-09-20,Google Shopping,2,174.95,2025-11-19,Accessories
C11158,2025-07-04,Email,1,180.17,2025-07-04,Electronics
C11159,2025-05-14,Google Shopping,1,149.34,2025-05-14,Electronics
C11160,2025-11-04,Organic,1,146.9,2025-11-04,Accessories
C11161,2025-03-19,Google Shopping,1,222.62,2025-03-19,Electronics
C11162,2025-11-04,Google Shopping,2,338.62,2025-11-29,Home & Garden
C11163,2025-07-12,Meta,1,281.99,2025-07-12,Home & Garden
C11164,2025-02-24,Meta,3,640.34,2025-04-04,Accessories
C11165,2025-11-07,Email,9,1435.5,2025-11-30,Electronics
C11166,2025-10-07,Google Shopping,1,211.21,2025-10-07,Accessories
C11167,2025-04-05,Meta,1,189.51,2025-04-05,Electronics
C11168,2025-08-15,Organic,4,729.2,2025-11-10,Accessories
C11169,2025-09-05,Google Shopping,2,290.86,2025-11-25,Home & Garden
C11170,2025-09-18,Google Shopping,1,188.21,2025-09-18,Electronics
C11171,2025-06-19,Meta,1,283.31,2025-06-19,Accessories
C11172,2025-06-13,Google Shopping,1,210.26,2025-06-13,Electronics
C11173,2025-11-22,Referral,4,863.75,2025-12-18,Accessories
C11174,2025-03-02,Meta,1,234.64,2025-03-02,Sports
C11175,2025-01-24,Google Shopping,2,356.89,2025-04-21,Sports
C11176,2025-04-24,Referral,1,178.43,2025-04-24,Accessories
C11177,2025-09-16,Organic,1,126.52,2025-09-16,Electronics
C11178,2025-05-28,Meta,1,245.1,2025-05-28,Electronics
C11179,2025-05-28,Google Shopping,1,162.49,2025-05-28,Home & Garden
C11180,2025-03-28,Email,5,757.85,2025-05-09,Home & Garden
C11181,2025-03-04,Google Shopping,3,611.83,2025-08-28,Electronics
C11182,2025-11-04,Social,3,409.92,2025-11-29,Sports
C11183,2025-10-21,Social,1,113.85,2025-10-21,Electronics
C11184,2025-05-11,Referral,1,99.66,2025-05-11,Accessories
C11185,2025-03-09,Organic,1,178.24,2025-03-09,Accessories
C11186,2025-01-09,Social,1,89.52,2025-01-09,Sports
C11187,2025-04-26,Google Shopping,1,129.95,2025-04-26,Sports
C11188,2025-05-06,Google Shopping,1,185.82,2025-05-06,Accessories
C11189,2025-04-10,Email,7,1143.92,2025-05-17,Sports
C11190,2025-07-22,Organic,4,732.09,2025-11-09,Sports
C11191,2025-09-05,Social,1,138.14,2025-09-05,Electronics
C11192,2025-12-01,Meta,1,178.34,2025-12-01,Electronics
C11193,2025-01-24,Meta,1,205.05,2025-01-24,Home & Garden
C11194,2025-06-25,Google Shopping,1,188.17,2025-06-25,Home & Garden
C11195,2025-01-25,Meta,1,235.09,2025-01-25,Home & Garden
C11196,2025-10-16,Google Shopping,3,522.04,2025-11-23,Accessories
C11197,2025-03-06,Google Shopping,1,107.57,2025-03-06,Electronics
C11198,2025-06-11,Organic,1,147.35,2025-06-11,Home & Garden
C11199,2025-09-25,Google Shopping,3,515.59,2025-11-06,Home & Garden
C11200,2025-03-21,Google Shopping,1,158.82,2025-03-21,Sports
C11201,2025-11-06,Google Shopping,1,107.25,2025-11-06,Sports
C11202,2025-07-25,Google Shopping,4,771.02,2025-09-07,Home & Garden
C11203,2025-06-16,Google Shopping,1,205.55,2025-06-16,Accessories
C11204,2025-03-02,Meta,1,279.23,2025-03-02,Electronics
C11205,2025-02-03,Google Shopping,1,190.05,2025-02-03,Home & Garden
C11206,2025-03-03,Google Shopping,1,131.75,2025-03-03,Home & Garden
C11207,2025-11-05,Social,1,81.05,2025-11-05,Electronics
C11208,2025-03-23,Social,1,120.65,2025-03-23,Sports
C11209,2025-11-04,Google Shopping,1,169.82,2025-11-04,Electronics
C11210,2025-07-14,Google Shopping,1,194.31,2025-07-14,Electronics
C11211,2025-03-02,Email,8,1110.7,2025-06-20,Accessories
C11212,2025-01-03,Referral,5,812.69,2025-04-18,Electronics
C11213,2025-09-20,Email,5,1470.23,2025-11-22,Electronics
C11214,2025-03-09,Meta,2,533.52,2025-12-04,Home & Garden
C11215,2025-12-03,Google Shopping,2,386.39,2025-12-26,Accessories
C11216,2025-06-09,Email,9,1830.7,2025-10-13,Sports
C11217,2025-02-05,Google Shopping,2,290.3,2025-08-26,Sports
C11218,2025-01-01,Google Shopping,3,595.38,2025-03-24,Electronics
C11219,2025-04-05,Google Shopping,1,172.28,2025-04-05,Electronics
C11220,2025-03-12,Google Shopping,1,183.76,2025-03-12,Electronics
C11221,2025-01-17,Google Shopping,1,208.12,2025-01-17,Sports
C11222,2025-06-06,Meta,1,242.57,2025-06-06,Accessories
C11223,2025-02-03,Social,1,119.36,2025-02-03,Electronics
C11224,2025-02-06,Meta,1,240.76,2025-02-06,Home & Garden
C11225,2025-11-26,Organic,1,102.77,2025-11-26,Home & Garden
C11226,2025-03-12,Google Shopping,1,170.79,2025-03-12,Sports
